Tecnica,Modelo,Parametros,fit_kwargs,Tiempo,Accuracy Todas,Accuracy Aceptadas,F1 score Todas,F1 score Aceptadas,Nº de rechazadas,Rechazadas
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=8, n_estimators=650)",{},{},340.2657914161682,0.7468507538041128,0.7482680277930599,0.6272878535773712,0.629045643153527,4,"['SeniorCitizen', 'PaperlessBilling', 'PhoneService', 'StreamingMovies']"
BorutaShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.01, max_depth=4, n_estimators=950)",{},{},70.54619312286377,0.7496524735506336,0.7526941789885735,0.6266771902131018,0.6308300395256917,2,"['PaperlessBilling', 'StreamingMovies']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=550)",{},{},134.2377803325653,0.7681194857061353,0.7634391987194726,0.6452576549663929,0.6397003745318351,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=8, n_estimators=100)",{},{},68.14718389511108,0.7584810037741145,0.7687551081860025,0.6370716510903426,0.6470588235294118,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=6, n_estimators=100)",{},{},25.07389235496521,0.7587306115333501,0.7655203953877467,0.635599694423224,0.6414253897550112,4,"['MultipleLines', 'SeniorCitizen', 'StreamingTV', 'PaperlessBilling']"
BorutaShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.1, max_depth=4, n_estimators=250)",{},{},19.952502250671387,0.7414029654081002,0.7432628545165987,0.6202849958088852,0.6222961730449251,3,"['SeniorCitizen', 'PaperlessBilling', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=9, n_estimators=500)",{},{},37.730393409729004,0.7096625937019605,0.7270655183577734,0.578096947935368,0.5996677740863787,12,"['SeniorCitizen', 'StreamingTV', 'PaymentMethod', 'DeviceProtection', 'InternetService', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.001, max_depth=5, n_estimators=900)",{},{},29.629048824310303,0.7676015920560209,0.765873581877005,0.6431199411331862,0.6403508771929823,5,"['SeniorCitizen', 'StreamingTV', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=8, n_estimators=350)",{},{},21.879482746124268,0.7227429458922827,0.730239102725196,0.5964912280701755,0.6032786885245902,11,"['SeniorCitizen', 'StreamingTV', 'PaymentMethod', 'DeviceProtection', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.1, max_depth=9, n_estimators=450)",{},{},37.172393798828125,0.7116260615404817,0.7286899498067663,0.580875781948168,0.6021684737281069,12,"['SeniorCitizen', 'StreamingTV', 'PaymentMethod', 'DeviceProtection', 'InternetService', 'StreamingMovies', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService', 'Dependents']"
PowerShap,"XGBClassifier(colsample_bytree=0.5, learning_rate=0.1, max_depth=6, n_estimators=100)",{},{},4.933448553085327,0.7433664332466214,0.7444729710454999,0.6227045075125209,0.6232481450948063,4,"['SeniorCitizen', 'PaperlessBilling', 'PhoneService', 'StreamingMovies']"
PowerShap,"XGBClassifier(colsample_bytree=0.7, learning_rate=0.001, max_depth=9, n_estimators=600)",{},{},96.63596224784851,0.7520585565087063,0.7502128174999377,0.6291079812206574,0.6265624999999999,6,"['SeniorCitizen', 'StreamingTV', 'StreamingMovies', 'MultipleLines', 'PaperlessBilling', 'PhoneService']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=3, n_estimators=900)",{},{},15.747443199157715,0.7600443067922742,0.7627752760401456,0.6367781155015196,0.6395173453996983,4,"['MultipleLines', 'SeniorCitizen', 'PaperlessBilling', 'StreamingMovies']"
PowerShap,"XGBClassifier(colsample_bytree=0.9, learning_rate=0.01, max_depth=5, n_estimators=50)",{},{},2.2079789638519287,0.7557879567935195,0.7530569875456482,0.6268011527377522,0.6240928882438315,8,"['SeniorCitizen', 'StreamingTV', 'DeviceProtection', 'gender', 'MultipleLines', 'PaperlessBilling', 'Partner', 'PhoneService']"
